"module name","license","repository"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"asn1.js@4.10.1","MIT","https://github.com/indutny/asn1.js"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"async-each@1.0.1","MIT","https://github.com/paulmillr/async-each"
"atob@2.1.1","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"base64-js@1.3.0","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.11.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bluebird@3.5.1","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.1","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"buffer-from@1.1.0","MIT","https://github.com/LinusU/buffer-from"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.1","MIT","https://github.com/feross/buffer"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"cacache@10.0.4","ISC","https://github.com/zkat/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.1","MIT","https://github.com/chalk/chalk"
"chardet@0.5.0","MIT","https://github.com/runk/node-chardet"
"chokidar@2.0.4","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.0.1","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.0","MIT","github.com:samccone/chrome-trace-event"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-width@2.2.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@4.1.0","ISC","https://github.com/yargs/cliui"
"clusters@0.0.4","MIT","https://github.com/NathanEpstein/clusters"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"commander@2.13.0","MIT","https://github.com/tj/commander.js"
"commander@2.16.0","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.2.1","MIT","https://github.com/component/emitter"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"copy-concurrently@1.0.5","ISC","https://github.com/npm/copy-concurrently"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"create-ecdh@4.0.3","MIT","https://github.com/crypto-browserify/createECDH"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@6.0.5","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"css-loader@1.0.0","MIT","https://github.com/webpack-contrib/css-loader"
"css-selector-tokenizer@0.7.0","MIT","https://github.com/css-modules/css-selector-tokenizer"
"cssesc@0.1.0","MIT","https://github.com/mathiasbynens/cssesc"
"cyclist@0.2.2","MIT*","https://github.com/mafintosh/cyclist"
"d3-array@1.2.1","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-axis@1.0.8","BSD-3-Clause","https://github.com/d3/d3-axis"
"d3-brush@1.0.4","BSD-3-Clause","https://github.com/d3/d3-brush"
"d3-chord@1.0.4","BSD-3-Clause","https://github.com/d3/d3-chord"
"d3-collection@1.0.4","BSD-3-Clause","https://github.com/d3/d3-collection"
"d3-color@1.2.0","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-contour@1.3.0","BSD-3-Clause","https://github.com/d3/d3-contour"
"d3-dispatch@1.0.3","BSD-3-Clause","https://github.com/d3/d3-dispatch"
"d3-drag@1.2.1","BSD-3-Clause","https://github.com/d3/d3-drag"
"d3-dsv@1.0.8","BSD-3-Clause","https://github.com/d3/d3-dsv"
"d3-ease@1.0.3","BSD-3-Clause","https://github.com/d3/d3-ease"
"d3-fetch@1.1.0","BSD-3-Clause","https://github.com/d3/d3-fetch"
"d3-force@1.1.0","BSD-3-Clause","https://github.com/d3/d3-force"
"d3-format@1.3.0","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-geo@1.10.0","BSD-3-Clause","https://github.com/d3/d3-geo"
"d3-hierarchy@1.1.6","BSD-3-Clause","https://github.com/d3/d3-hierarchy"
"d3-interpolate@1.2.0","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-path@1.0.5","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-polygon@1.0.5","BSD-3-Clause","https://github.com/d3/d3-polygon"
"d3-quadtree@1.0.3","BSD-3-Clause","https://github.com/d3/d3-quadtree"
"d3-random@1.1.0","BSD-3-Clause","https://github.com/d3/d3-random"
"d3-scale-chromatic@1.3.0","BSD-3-Clause","https://github.com/d3/d3-scale-chromatic"
"d3-scale@2.1.0","BSD-3-Clause","https://github.com/d3/d3-scale"
"d3-selection@1.3.0","BSD-3-Clause","https://github.com/d3/d3-selection"
"d3-shape@1.2.0","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-time-format@2.1.1","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time@1.0.8","BSD-3-Clause","https://github.com/d3/d3-time"
"d3-timer@1.0.7","BSD-3-Clause","https://github.com/d3/d3-timer"
"d3-transition@1.1.1","BSD-3-Clause","https://github.com/d3/d3-transition"
"d3-voronoi@1.1.2","BSD-3-Clause","https://github.com/d3/d3-voronoi"
"d3-zoom@1.7.1","BSD-3-Clause","https://github.com/d3/d3-zoom"
"d3@5.5.0","BSD-3-Clause","https://github.com/d3/d3"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"des.js@1.0.0","MIT","https://github.com/indutny/des.js"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"domain-browser@1.2.0","MIT","https://github.com/bevry/domain-browser"
"duplexify@3.6.0","MIT","https://github.com/mafintosh/duplexify"
"elliptic@6.4.0","MIT","https://github.com/indutny/elliptic"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"end-of-stream@1.4.1","MIT","https://github.com/mafintosh/end-of-stream"
"enhanced-resolve@4.1.0","MIT","https://github.com/webpack/enhanced-resolve"
"errno@0.1.7","MIT","https://github.com/rvagg/node-errno"
"eslint-scope@3.7.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"esrecurse@4.2.1","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.2.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.2","BSD","https://github.com/estools/esutils"
"events@1.1.1","MIT","https://github.com/Gozala/events"
"evp_bytestokey@1.0.3","MIT","https://github.com/crypto-browserify/EVP_BytesToKey"
"execa@0.7.0","MIT","https://github.com/sindresorhus/execa"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"external-editor@3.0.0","MIT","https://github.com/mrkmg/node-external-editor"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"fast-deep-equal@2.0.1","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.0.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fastparse@1.1.1","MIT","https://github.com/webpack/fastparse"
"figures@2.0.0","MIT","https://github.com/sindresorhus/figures"
"fill-range@4.0.0","MIT","https://github.com/jonschlinkert/fill-range"
"find-cache-dir@1.0.0","MIT","https://github.com/avajs/find-cache-dir"
"find-up@2.1.0","MIT","https://github.com/sindresorhus/find-up"
"flush-write-stream@1.0.3","MIT","https://github.com/mafintosh/flush-write-stream"
"for-in@1.0.2","MIT","https://github.com/jonschlinkert/for-in"
"fragment-cache@0.2.1","MIT","https://github.com/jonschlinkert/fragment-cache"
"from2@2.3.0","MIT","https://github.com/hughsk/from2"
"fs-write-stream-atomic@1.0.10","ISC","https://github.com/npm/fs-write-stream-atomic"
"get-caller-file@1.0.2","ISC","https://github.com/stefanpenner/get-caller-file"
"get-stream@3.0.0","MIT","https://github.com/sindresorhus/get-stream"
"get-value@2.0.6","MIT","https://github.com/jonschlinkert/get-value"
"glob-parent@3.1.0","ISC","https://github.com/es128/glob-parent"
"global-modules-path@2.1.0","Apache-2.0","https://github.com/rosen-vladimirov/global-modules-path"
"has-ansi@2.0.0","MIT","https://github.com/sindresorhus/has-ansi"
"has-value@0.3.1","MIT","https://github.com/jonschlinkert/has-value"
"has-value@1.0.0","MIT","https://github.com/jonschlinkert/has-value"
"has-values@0.1.4","MIT","https://github.com/jonschlinkert/has-values"
"has-values@1.0.0","MIT","https://github.com/jonschlinkert/has-values"
"hash-base@3.0.4","MIT","https://github.com/crypto-browserify/hash-base"
"hash.js@1.1.5","MIT","https://github.com/indutny/hash.js"
"hmac-drbg@1.0.1","MIT","https://github.com/indutny/hmac-drbg"
"https-browserify@1.0.0","MIT","https://github.com/substack/https-browserify"
"iconv-lite@0.4.23","MIT","https://github.com/ashtuchkin/iconv-lite"
"icss-replace-symbols@1.1.0","ISC","https://github.com/css-modules/icss-replace-symbols"
"icss-utils@2.1.0","ISC","https://github.com/css-modules/icss-utils"
"ieee754@1.1.12","BSD-3-Clause","https://github.com/feross/ieee754"
"iferr@0.1.5","MIT","https://github.com/shesek/iferr"
"import-local@1.0.0","MIT","https://github.com/sindresorhus/import-local"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"indexof@0.0.1","MIT*",""
"inherits@2.0.1","ISC","https://github.com/isaacs/inherits"
"inquirer@6.0.0","MIT","https://github.com/SBoudrias/Inquirer.js"
"interpret@1.1.0","MIT","https://github.com/tkellen/node-interpret"
"invert-kv@1.0.0","MIT","https://github.com/sindresorhus/invert-kv"
"is-accessor-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-accessor-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-accessor-descriptor"
"is-binary-path@1.0.1","MIT","https://github.com/sindresorhus/is-binary-path"
"is-buffer@1.1.6","MIT","https://github.com/feross/is-buffer"
"is-data-descriptor@0.1.4","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-data-descriptor@1.0.0","MIT","https://github.com/jonschlinkert/is-data-descriptor"
"is-descriptor@0.1.6","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-descriptor@1.0.2","MIT","https://github.com/jonschlinkert/is-descriptor"
"is-extendable@0.1.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extendable@1.0.1","MIT","https://github.com/jonschlinkert/is-extendable"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@1.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-fullwidth-code-point@2.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@3.1.0","MIT","https://github.com/jonschlinkert/is-glob"
"is-glob@4.0.0","MIT","https://github.com/jonschlinkert/is-glob"
"is-number@3.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-plain-object@2.0.4","MIT","https://github.com/jonschlinkert/is-plain-object"
"is-promise@2.1.0","MIT","https://github.com/then/is-promise"
"is-stream@1.1.0","MIT","https://github.com/sindresorhus/is-stream"
"is-windows@1.0.2","MIT","https://github.com/jonschlinkert/is-windows"
"isarray@1.0.0","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"isobject@2.1.0","MIT","https://github.com/jonschlinkert/isobject"
"isobject@3.0.1","MIT","https://github.com/jonschlinkert/isobject"
"jquery@3.3.1","MIT","https://github.com/jquery/jquery"
"js-base64@2.4.9","BSD-3-Clause","https://github.com/dankogai/js-base64"
"js-tokens@3.0.2","MIT","https://github.com/lydell/js-tokens"
"jsesc@0.5.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json5@0.5.1","MIT","https://github.com/aseemk/json5"
"kind-of@3.2.2","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@4.0.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@5.1.0","MIT","https://github.com/jonschlinkert/kind-of"
"kind-of@6.0.2","MIT","https://github.com/jonschlinkert/kind-of"
"lcid@1.0.0","MIT","https://github.com/sindresorhus/lcid"
"loader-runner@2.3.0","MIT","https://github.com/webpack/loader-runner"
"loader-utils@1.1.0","MIT","https://github.com/webpack/loader-utils"
"locate-path@2.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.camelcase@4.3.0","MIT","https://github.com/lodash/lodash"
"lodash.debounce@4.0.8","MIT","https://github.com/lodash/lodash"
"lodash@4.17.11","MIT","https://github.com/lodash/lodash"
"long@3.2.0","Apache-2.0","https://github.com/dcodeIO/long.js"
"long@4.0.0","Apache-2.0","https://github.com/dcodeIO/long.js"
"lru-cache@4.1.3","ISC","https://github.com/isaacs/node-lru-cache"
"make-dir@1.3.0","MIT","https://github.com/sindresorhus/make-dir"
"mamacro@0.0.3","MIT",""
"map-cache@0.2.2","MIT","https://github.com/jonschlinkert/map-cache"
"map-visit@1.0.0","MIT","https://github.com/jonschlinkert/map-visit"
"md5.js@1.3.4","MIT","https://github.com/crypto-browserify/md5.js"
"mem@1.1.0","MIT","https://github.com/sindresorhus/mem"
"memory-fs@0.4.1","MIT","https://github.com/webpack/memory-fs"
"micromatch@3.1.10","MIT","https://github.com/micromatch/micromatch"
"miller-rabin@4.0.1","MIT","https://github.com/indutny/miller-rabin"
"mimic-fn@1.2.0","MIT","https://github.com/sindresorhus/mimic-fn"
"minimalistic-assert@1.0.1","ISC","https://github.com/calvinmetcalf/minimalistic-assert"
"minimalistic-crypto-utils@1.0.1","MIT","https://github.com/indutny/minimalistic-crypto-utils"
"mississippi@2.0.0","BSD-2-Clause","https://github.com/maxogden/mississippi"
"mixin-deep@1.3.1","MIT","https://github.com/jonschlinkert/mixin-deep"
"move-concurrently@1.0.1","ISC","https://github.com/npm/move-concurrently"
"mute-stream@0.0.7","ISC","https://github.com/isaacs/mute-stream"
"nanomatch@1.2.13","MIT","https://github.com/micromatch/nanomatch"
"neo-async@2.5.1","MIT","https://github.com/suguru03/neo-async"
"nice-try@1.0.4","MIT","https://github.com/electerious/nice-try"
"node-libs-browser@2.1.0","MIT","https://github.com/webpack/node-libs-browser"
"normalize-path@2.1.1","MIT","https://github.com/jonschlinkert/normalize-path"
"npm-run-path@2.0.2","MIT","https://github.com/sindresorhus/npm-run-path"
"number-is-nan@1.0.1","MIT","https://github.com/sindresorhus/number-is-nan"
"object-copy@0.1.0","MIT","https://github.com/jonschlinkert/object-copy"
"object-visit@1.0.1","MIT","https://github.com/jonschlinkert/object-visit"
"object.pick@1.3.0","MIT","https://github.com/jonschlinkert/object.pick"
"onetime@2.0.1","MIT","https://github.com/sindresorhus/onetime"
"os-browserify@0.3.0","MIT","https://github.com/CoderPuppy/os-browserify"
"os-locale@2.1.0","MIT","https://github.com/sindresorhus/os-locale"
"p-finally@1.0.0","MIT","https://github.com/sindresorhus/p-finally"
"p-limit@1.3.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@2.0.0","MIT","https://github.com/sindresorhus/p-locate"
"p-try@1.0.0","MIT","https://github.com/sindresorhus/p-try"
"pako@1.0.6","(MIT AND Zlib)","https://github.com/nodeca/pako"
"parallel-transform@1.1.0","MIT","https://github.com/mafintosh/parallel-transform"
"pareto-frontier@1.1.1","MIT","https://github.com/justinormont/pareto-frontier"
"parse-asn1@5.1.1","ISC","https://github.com/crypto-browserify/parse-asn1"
"pascalcase@0.1.1","MIT","https://github.com/jonschlinkert/pascalcase"
"path-browserify@0.0.0","MIT","https://github.com/substack/path-browserify"
"path-dirname@1.0.2","MIT","https://github.com/es128/path-dirname"
"path-exists@3.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@2.0.1","MIT","https://github.com/sindresorhus/path-key"
"pbkdf2@3.0.16","MIT","https://github.com/crypto-browserify/pbkdf2"
"pify@3.0.0","MIT","https://github.com/sindresorhus/pify"
"pkg-dir@2.0.0","MIT","https://github.com/sindresorhus/pkg-dir"
"posix-character-classes@0.1.1","MIT","https://github.com/jonschlinkert/posix-character-classes"
"postcss-modules-extract-imports@1.2.0","ISC","https://github.com/css-modules/postcss-modules-extract-imports"
"postcss-modules-local-by-default@1.2.0","MIT","https://github.com/css-modules/postcss-modules-local-by-default"
"postcss-modules-scope@1.1.0","ISC","https://github.com/css-modules/postcss-modules-scope"
"postcss-modules-values@1.3.0","ISC","https://github.com/css-modules/postcss-modules-values"
"postcss-value-parser@3.3.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@6.0.23","MIT","https://github.com/postcss/postcss"
"process-nextick-args@2.0.0","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"promise-inflight@1.0.1","ISC","https://github.com/iarna/promise-inflight"
"prr@1.0.1","MIT","https://github.com/rvagg/prr"
"pseudomap@1.0.2","ISC","https://github.com/isaacs/pseudomap"
"public-encrypt@4.0.2","MIT","https://github.com/crypto-browserify/publicEncrypt"
"pump@2.0.1","MIT","https://github.com/mafintosh/pump"
"pumpify@1.5.1","MIT","https://github.com/mafintosh/pumpify"
"punycode@1.3.2","MIT","https://github.com/bestiejs/punycode.js"
"punycode@1.4.1","MIT","https://github.com/bestiejs/punycode.js"
"punycode@2.1.1","MIT","https://github.com/bestiejs/punycode.js"
"querystring-es3@0.2.1","MIT","https://github.com/mike-spainhower/querystring"
"querystring@0.2.0","MIT","https://github.com/Gozala/querystring"
"randombytes@2.0.6","MIT","https://github.com/crypto-browserify/randombytes"
"randomfill@1.0.4","MIT","https://github.com/crypto-browserify/randomfill"
"readable-stream@2.3.6","MIT","https://github.com/nodejs/readable-stream"
"readdirp@2.1.0","MIT","https://github.com/thlorenz/readdirp"
"regenerate@1.4.0","MIT","https://github.com/mathiasbynens/regenerate"
"regex-not@1.0.2","MIT","https://github.com/jonschlinkert/regex-not"
"regexpu-core@1.0.0","MIT","https://github.com/mathiasbynens/regexpu-core"
"regjsgen@0.2.0","MIT","https://github.com/d10/regjsgen"
"regjsparser@0.1.5","BSD*","https://github.com/jviereck/regjsparser"
"remove-trailing-separator@1.1.0","ISC","https://github.com/darsain/remove-trailing-separator"
"repeat-element@1.1.2","MIT","https://github.com/jonschlinkert/repeat-element"
"repeat-string@1.6.1","MIT","https://github.com/jonschlinkert/repeat-string"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"require-main-filename@1.0.1","ISC","https://github.com/yargs/require-main-filename"
"resolve-cwd@2.0.0","MIT","https://github.com/sindresorhus/resolve-cwd"
"resolve-from@3.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve-url@0.2.1","MIT","https://github.com/lydell/resolve-url"
"restore-cursor@2.0.0","MIT","https://github.com/sindresorhus/restore-cursor"
"ret@0.1.15","MIT","https://github.com/fent/ret.js"
"rimraf@2.6.2","ISC","https://github.com/isaacs/rimraf"
"ripemd160@2.0.2","MIT","https://github.com/crypto-browserify/ripemd160"
"run-async@2.3.0","MIT","https://github.com/SBoudrias/run-async"
"run-queue@1.0.3","ISC","https://github.com/iarna/run-queue"
"rw@1.3.3","BSD-3-Clause","https://github.com/mbostock/rw"
"rxjs@6.2.1","Apache-2.0","https://github.com/reactivex/rxjs"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-regex@1.1.0","MIT","https://github.com/substack/safe-regex"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"schema-utils@0.4.5","MIT","https://github.com/webpack-contrib/schema-utils"
"serialize-javascript@1.5.0","BSD-3-Clause","https://github.com/yahoo/serialize-javascript"
"set-blocking@2.0.0","ISC","https://github.com/yargs/set-blocking"
"set-immediate-shim@1.0.1","MIT","https://github.com/sindresorhus/set-immediate-shim"
"set-value@0.4.3","MIT","https://github.com/jonschlinkert/set-value"
"set-value@2.0.0","MIT","https://github.com/jonschlinkert/set-value"
"setimmediate@1.0.5","MIT","https://github.com/YuzuJS/setImmediate"
"sha.js@2.4.11","(MIT AND BSD-3-Clause)","https://github.com/crypto-browserify/sha.js"
"shebang-command@1.2.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@1.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"signal-exit@3.0.2","ISC","https://github.com/tapjs/signal-exit"
"snapdragon-node@2.1.1","MIT","https://github.com/jonschlinkert/snapdragon-node"
"snapdragon-util@3.0.1","MIT","https://github.com/jonschlinkert/snapdragon-util"
"snapdragon@0.8.2","MIT","https://github.com/jonschlinkert/snapdragon"
"source-list-map@2.0.0","MIT","https://github.com/webpack/source-list-map"
"source-map-resolve@0.5.2","MIT","https://github.com/lydell/source-map-resolve"
"source-map-url@0.4.0","MIT","https://github.com/lydell/source-map-url"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"split-string@3.1.0","MIT","https://github.com/jonschlinkert/split-string"
"ssri@5.3.0","ISC","https://github.com/zkat/ssri"
"static-extend@0.1.2","MIT","https://github.com/jonschlinkert/static-extend"
"stream-browserify@2.0.1","MIT","https://github.com/substack/stream-browserify"
"stream-each@1.2.2","MIT","https://github.com/mafintosh/stream-each"
"stream-http@2.8.3","MIT","https://github.com/jhiesey/stream-http"
"stream-shift@1.0.0","MIT","https://github.com/mafintosh/stream-shift"
"string-width@1.0.2","MIT","https://github.com/sindresorhus/string-width"
"string-width@2.1.1","MIT","https://github.com/sindresorhus/string-width"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder"
"strip-ansi@3.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@4.0.0","MIT","https://github.com/chalk/strip-ansi"
"strip-eof@1.0.0","MIT","https://github.com/sindresorhus/strip-eof"
"style-loader@0.21.0","MIT","https://github.com/webpack-contrib/style-loader"
"supports-color@2.0.0","MIT","https://github.com/chalk/supports-color"
"supports-color@5.4.0","MIT","https://github.com/chalk/supports-color"
"tapable@1.0.0","MIT","https://github.com/webpack/tapable"
"through2@2.0.3","MIT","https://github.com/rvagg/through2"
"through@2.3.8","MIT","https://github.com/dominictarr/through"
"timers-browserify@2.0.10","MIT","https://github.com/jryans/timers-browserify"
"tmp@0.0.33","MIT","https://github.com/raszi/node-tmp"
"to-arraybuffer@1.0.1","MIT","https://github.com/jhiesey/to-arraybuffer"
"to-object-path@0.3.0","MIT","https://github.com/jonschlinkert/to-object-path"
"to-regex-range@2.1.1","MIT","https://github.com/micromatch/to-regex-range"
"to-regex@3.0.2","MIT","https://github.com/jonschlinkert/to-regex"
"tslib@1.9.3","Apache-2.0","https://github.com/Microsoft/tslib"
"tty-browserify@0.0.0","MIT","https://github.com/substack/tty-browserify"
"typedarray@0.0.6","MIT","https://github.com/substack/typedarray"
"uglify-es@3.3.9","BSD-2-Clause","https://github.com/mishoo/UglifyJS2.git#harmony"
"uglifyjs-webpack-plugin@1.2.7","MIT","https://github.com/webpack-contrib/uglifyjs-webpack-plugin"
"union-value@1.0.0","MIT","https://github.com/jonschlinkert/union-value"
